tweet_text	class_label
وزارة الصحة: تدرس الجهات الفنية وبالتنسيق مع منظمة الصحة العالمية مضمونية وفعالية اللقاح الروسي الجديد لمواجهة #كورونا لافتا إلى أن اللقاح جديد،لم تكتمل المعلومات النهائية حوله حتى الآن.وأن وزارة الصحة لايجوز لها أن تستعمل أي لقاح إذا لم يقر من قبل منظمة الصحة العالمية. #العراق	0
"المستشارة الألمانية تقول إن جائحة فيروس كورونا /كوفيد - 19/ ستتفاقم على الأرجح في الشهور المقبلة، وإن الحياة لن تعود إلى طبيعتها حتى يتم ابتكار لقاح مضاد للفيروس، مضيفة:""سيتعين علينا التعايش مع هذا الفيروس لفترة أطول"". #قنا"	1
"يقول الدكتور فوشي إن فرصة لقاح فعال بشكل عالي لمقاومة فيروس كورونا ""ليست كبيرة"". 😔 https://t.co/lbORYVdtAz"	1
وفيات لقاح استرازينكا أستونيا وكوريا الجنوبية https://t.co/w8zJmQxg8I	1
رسمياً غداً 12 اغسطس #روسيا ستقوم بتسجيل أول لقاح #كورونا في العالم https://t.co/AiUXQMb9MU	0
@alquaiz السلام عليكم سؤال : - هل يكتسب من اصيب بفايروس #COVID19 مناعة ضد الإصابة به مجددا ؟ وهنا اتساءل ..ألا يمكن استخلاص اللقاح من بلازما دم المصابين الحاليين ؟ اشكرك	0
#وباء آخر أخطر من #كورونا ! يواجه #الكادر_الطبي ويتعامل مع أكثر من وباء؛ #كورونا ووباء من نوع آخر قد يكون أخطر من كورونا #COVID19 #لقاح_كورونا #فيروس_كورونا https://t.co/PdGitqbD8U	1
انفوجرافيك | أبرز لقاحات #كورونا المنتظر إنتاجها حول العالم ـــــــــــــــــــــــــــــــــــ #قناة_الرافدين https://t.co/IT6GYatPN3	0
أخذت الجرعة الأولى من لقاح #كورونا ولله الحمد، وأنصح الجميع بأخذ اللقاح لحماية أنفسهم، واهلهم، ومجتمعهم. شكرا #وزارة_الصحة على التنظيم الاحترافي المتقن. شكرا للقيادة #السعودية على عنايتها الفائقة بالإنسان، وتوفير كل متطلبات #الأمن_الصحي .	0
#عشان_بُكرة خُذ لقاح كورونا	0
عداد المطعمين #لقاح_كرونا في #السعودية 👇 https://t.co/wmnmTWvvyr	0
نلتقيكم في ندوة تنويرية ثانية عن مستجدات برنامج #لقاح_كوفيد_19 في #السودان والاجابة على أسئلتكم السبت: ٢٠٢١/٣/٦ الساعة: ٧م بتوقيت السودان، ٥م انجلترا رابط الزووم: https://t.co/4uXqjdK2vW @SUDTwittForum @SD_DOCTORS @SD_SCSC @AssociationSd @sudanesdoctors1 @FMOH_SUDAN @whosudan https://t.co/VcnMzazXnZ	0
مركز لقاحات كورونا بمستشفى الأمير سلطان للقوات المسلحة بالمدينة المنورة يقدم خدماته للمستفيدين. https://t.co/qB6wPIa1M7 #واس_عام https://t.co/YvsC6Eon5w	0
#كورونا سباق اللقاح بين ضغط مكاسب الساسة وتسلطهم، وبين مكابح منهجية العلماء ونزاهتهم. هل ينجح الساسة فيورطوا العالم بلقاح خديج، أم ينتصر تريث العلماء ونضوج تجاربهم؟ #التطعيمات	1
#الجرعة_الأولى #لقاح_كورونا الله ينفع بها وما يضر 🙏🏻💉	0
#بشرة_خير الرئيس بوتن يعلن عن تسجيل اول لقاح في العالم ضد فيروس كورونا #كوفيد_١٩ ويؤكد فعالية اللقاح وكفائته https://t.co/o8WaqFcfTi	0
هذا أسبوع السعادة لمواليد الثمانينات جا دورنا في اللقاح 😅. شكرا لوزارة الصحة وجامعة أم القرى على التنظيم وجمال عمل الفريق. @SaudiMOH.@uqu_edu #لقاح_كوفيد_19 #لقاح_فايزر https://t.co/F3hB7P9h8I	0
@YAYshamsaldeen السلام عليكم دكتور يعطيكم العافيه بنتي طلع فيها كورنا وامي وابوي عندهم تطعيم الجرعه الثانيه يوم الاحد شنو تنصحني اسوي اسويلهم مسحه ؟	0
#روسيا تعلن عن تسجيل لقاح لفيروس #كورونا هذا الشهر مع خطط لإنتاجه بكميات كبيرة في سبتمبر وسط مخاوف واسعة النطاق من أن الاختبار البشري للقاح غير مكتمل https://t.co/aMwRwMwlNE	0
وسط مخاوف من زيادة المصابين بـ #كورونا مع حلول الخريف.. ينصح عدد من خبراء الصحة في العالم بأخذ لقاح #الإنفلونزا الموسمية في العام الحالي لتفادي الإصابة بها لاسيما أنه متاح منذ فترة طويلة https://t.co/f83Bhz4oa6 #العربية	0
في 11 أغسطس الماضي أعلن الرئيس الروسي فلاديمير بوتين عن أول لقاح روسي ضد فيروس كورونا المستجد، فماذا يحدث بعد نجاح هذا اللقاح في الدول الفقيرة؟ #جاك_العلم #ماذا_بعد؟ https://t.co/APwVYT9sGE	0
سهم شركة Moderna يقفز بنحو 8٪ بعد تقرير للشركة يفيد بأنه لقاحا ضد فيروس #كورونا أظهر نتائج واعدة في تجارب صغيرة على مرضى مسنين https://t.co/E2G5tBpFdD	0
"نائب رئيس شركة ""جي إس كا"" للأبحاث البيولوجية د.جميلة لواحد: تحالف دولي فريد من نوعه يشارك فيه العلماء وشركات الأدوية والجامعات للتوصل إلى لقاح لفيروس #كورونا https://t.co/JHR1vapqQj"	0
@talalalyagout لما وزاره ماتشرح لاحد اسباب قرارتها انا متعافيه من كورونا وسافرت وانحجرت ١٤ يوم وموراضين يسجلون اسمي تطعيم الا بعد ٣ اشهر ليش تحجروني اذا انا عندي مناعه	0
علي عواد | ماذا نعرف عن اللقاح الروسي حتى الآن؟ #كورونا @ali_awwad_ https://t.co/k4QodKEdc2	0
صباح الخير 😁 تفاؤل على الصبح سباق تطعيم الكورونا الصين وبريطانيا وروسيا وامريكا في المرحلة الثالثة والاخيرة ألمانيا في المرحلة الثانية استراليا في الاولى بريطانيا وروسيا الاقرب لانتاجه السنة هذه لو التجارب كلهن نجحن https://t.co/pFarvMrg3l	0
بدء تلقي كبار السن وأصحاب الأمراض المزمنة لقاح فيروس كورونا بسوهاج | فيديو https://t.co/b6hqT4BuOg	0
#روسيا تعلن بدء إنتاج لقاح مضاد لـ #كورونا #كوفيد_19 https://t.co/TSFBfyC8bi	0
الحكومة ووزارة الصحة مُطالبتان بحسم أمر لقاح #كورونا وتوضيح المشهد المُربَك، خاصة أن دول العالم بدأت حملات التطعيم ضد الجائحة منذ مدة، الأوضاع لاتحتمل السجالات في ظل تزايد حالات الإصابة والوفيات، يضاف لها الوضع المعيشي للطبقات الفقيرة وذوي الدخل المحدود.	1
وزير #الصحة: •إجراء أكثر من 70 ألف فحص لـ #كورونا يوميًا •معدل الوفيات بالفيروس في #المملكة هو ضمن الأقل عالميًا •حريصون على اتخاذ كافة الإجراءات الوقائية •من الصعب التنبؤ بموعد توفير اللقاح عالميًا	0
برأيك هل سيتمكن اللقاح الروسي المُعلن عنه اليوم من القضاء على فيروس كورونا الذي اجتاح العالم؟ #جعفر_توك	0
آخر تطورات #كورونا عالميا.. روسيا.. بدء توزيع اللقاح لإجراء اختبارات ما بعد تسجيله https://t.co/CwqiZ59rTL #أخبار_الوئام	0
روسيا تتفوق في السباق العالمي لإنتاج لقاح ضد فيروس كورونا .. والرئيس بوتين يبشر العالم بتسجيل أول لقاح في العالم #روسيا https://t.co/xqoiENtOCv	0
كلمة سيدي الرئيس عيدروس الزبيدي والموجهة للشعب الجنوبي بخصوص فيروس كورونا . والعمل جاري لتنفيذ كل ما جاء في هذا الخطاب مع ما تقدم من إجراءات بتوجيهاته السابقة منذ بداية الأزمة وبمتابعة شخصية من الرئيس حفظه الله ورعاه .	0
"#روسيا تعلن أن لقاح فيروس #كورونا المستجد الذي طوره مركز ""جماليا"" سيتم تسجيله بحلول 12 أغسطس الجاري #COVID19 https://t.co/5j15tUx4oI"	0
يبدو ان هناك ارتفاع مفاجيء في حالات #كورونا بشكل مضطرد في دول أوروبا الغربية وكذلك شرق اسيا، ما يشيء بموجة ثانية من الفيروس خلال أسابيع ، كفانا الله واياكم شره . ويبقى الأمل معقود بعد الله، على لقاح أكسفورد الذي سيتم تسليمه للجهات المتخصصة في #بريطانيا الشهر القادم .	1
لمن يهمه الأمر... #وزير_التعليم #وزير_الصحه ١٠٠ الف تلميذ وتلميذة اصيبوا ب #فيروس_كورونا خلال اسبوعين فقط من فتح (بعض) المدارس في (بعض) ولايات أمريكا. - أرى استمرار غلق المدارس واستمرار العملية التعليمية عن بعد لحين إيجاد لقاح من دول موثوقة! https://t.co/cwg3JouXt3	1
عاجل - رسمياً.. #سبوتنيك أول لقاح لـ #كورونا معتمد بالعالم • روسيا: #اللقاح أظهر فعالية وأمان عاليين.. ويمنح الإنسان مناعة لمدة عامين • تلقينا طلبات للحصول على مليار جرعة • #بوتين: اللقاح لم يُكمل التجارب السريرية بعد.. لكنه فعال https://t.co/O9J27N5LxG	0
سؤال : اللي أخذ مطعوم الكورونا وارد أنه يعدي شخص أخر ؟	0
"مفاجأة.. نصف الأطباء الروس لا يثقون في لقاح #كورونا ""السريع"" https://t.co/3OrisY5JtG"	1
#الصحة_العالمية : الانتعاش الاقتصادي في العالم قد يأتي بشكل أسرع في حالة توفير أي لقاح ضد #كورونا كسلعة للجميع https://t.co/iybVATX4Zm #العربية	0
القائد ورئيس الفريق الاستاذ مازن الهيج تلقى لقاح #فايروس_كورونا ويضرب بذلك مثالاً يحتذى به #فالك_العافية_ابو_احمد🌿✨ https://t.co/7IcfHIJirN	0
بعد #روسيا بأيام، #الصين تمنح براءة اختراع للقاح ضد #كورونا اجتاز اللقاح المرحلتين الأولى والثانية من التجارب السريرية وسيُجند 40 ألف شخص لاختبار اللقاح في المرحلة الثالثة #هنا_المملكة https://t.co/wOr7JbshIw	0
رئيس #الفيليبين يتطوع لاختبار اللقاح الروسي ضد #كورونا #أخبار_الآن	0
لقاح وهم كورونا السام : نظام تشغيل قابل للحقن .. قابل للبرمجة. مع الخلايا الجينية لتنفيذه. 💉 🔬☠️ CDC: بروتوكول الاستعداد للزومبي .. مدة الفيديو 13 دقيقة على قناة التليغرام . https://t.co/SPzlX2JmdE	1
بس اريد اعرف وين الانجاز رافعين علم على الطيارة ومؤتمر صحفي عبالك همة مخترعين اللقاح. هي وجبة لقاح اعطتها الصين ببلاش يعني تصدقت علينا يعني ماكو انجاز. على شنو خابصين روحكم 🙄 احلى شي بنهايه الفيديو واكفين ياخذون صور ويه اللقاح 😂 https://t.co/YZHYUo3PwB	0
اتصال / د.سميه عسله - القاهرة : إيران كذبت على شعبها وعلى العالم كله وترتكب جريمة إنسانية بسبب تسترها المتعمد على انتشار كورونا داخلها . https://t.co/wdglzaafkq #قطر	1
@mjamal110 تطعيم ٧ مليار بشر لان 0.011% منهم ماتوا والكثير بأرقام وهمية جميل جدا https://t.co/0h4IbkWqkM	1
هذا هو الحجر الصحي في قطر 10 حالات مشبوهه بالكورونا يسرحون ويمرحون في شوارع الدوحة وينشرون الوباء ثم يجيك العذبة ويقولك قطر تواجه الكورونا بكل احترافيه	1
"مبالغ ضخمة ولا مستجيب.. #روسيا تبحث عن متطوعين لتجريب"" لقاح"" #كورونا المزعوم لقراءة الخبر كاملاً اضغط على الرابط 👇 https://t.co/5oqrGxobMP https://t.co/yDjjRV2nAw"	1
روسيا: إنتاج لقاح #كورونا سيبدأ في سبتمبر.. و20 دولة طلبت مليار جرعة #عكاظ #ان_تكون_اولا #تطبيق_عكاظ https://t.co/H0yA6xzw9Y https://t.co/JpIIfKOCrU	0
ضمن مبادرة #محمد_بن_زايد.. #الإمارات تنفذ أول حملة تطعيم عالمية لشلل الأطفال في ظل #كورونا #نتصدر_المشهد #COVID19 https://t.co/UC6niZy7S7	0
من يسمون أنفسهم “معارضة سعودية” في لندن مثيرون للشفقة، فشل تحريضهم العقود الماضية وتحالفاتهم الإلكترونية، فاتجهوا للتحالف مع #كورونا بشائعات وأمنيات ضد بلدهم. الأوبئة والفايروسات تتحالف مع بعضها.	0
وزير الصحة الروسي أعلن أن بلاده تستعد لحملة تطعيم جماعي ضد فيروس #كورونا في أكتوبر/تشرين الأول المقبل، بعد استكمال التجارب السريرية لأحد اللقاحات #صحة #روسيا https://t.co/o3v9OHo1YT	0
ثلث الأمريكيين سيرفضون لقاح COVID - حتى لو كان مجانيًا https://t.co/mPM4qaNau7	0
#عاجل | الجزيرة | #ترمب : نعمل على إيجاد لقاح لـ #فيروس_كورونا ونحقق نتائج جيدة في هذا الشأن #جريدة_الراية #امريكا #لأجل_قطر_كلنا_في_البيت https://t.co/ZLawBdimrs	0
"🎥فيديو: مقيم بريطاني يتحدث عن انطباعه والعناية التي تلقاها في مركز لقاحات #كورونا بمدينة #تبوك بعد تلقيه الجرعة الأولى.. ""لا استطيع شكر #السعودية بشكل كافي لتوفيرها الحماية الصحية لي"" https://t.co/BoXyze71v2"	0
#لقاح_كورونا أفضل الأعمال وأحبها إلى الله .. احفظوا هذا الحديث وانشروه .. https://t.co/bGl6UrYYI5	0
أمس في #البيت_الأبيض ليلة لذكر الله و هليلويا لا كمامات لا تباعد لا لقاحات لا #كورونا إلى الجحيم يا عبدة الشيطان #بيل_غيتس #منظمة_الصحة_العالمية #الأمم_المتحدة_تهدم_الأسرة https://t.co/eArOQlEvR8	1
أخذت اليوم - ولله الحمد - الجرعة الأولى من لقاح #كوفيد١٩ . تنظيم رائع وحسن استقبال بمركز لقاح #كوفيد_19 بمحافظة #القنفذة . الشكر لكل العاملين والعاملات بالمركز . شكرا لهذا الوطن وقادته على اهتمامهم المستمر وحرصهم على صحة وراحة المواطن . @QUNF_HEALTH #وزارة_الصحة https://t.co/ocM3e0pSWg	0
لقاح #كورونا الصيني سيكون متاحاً.. نهاية 2020 • شركة الصين الدوائية: قادرون على إنتاج 220 مليون #جرعة في العام الواحد • #اللقاح قد يصل سعره إلى 140 دولارًا https://t.co/lmMUB4BIL3	0
#خادم_الحرمين_الشريفين يصدر أمره بمنع التجول للحد من انتشار #فيروس_كورونا الجديد ابتداءً من الساعة الـ 7 مساءً وحتى الساعة الـ 6 صباحًا لمدة ( 21 ) يومًا من مساء يوم الأثنين 28 رجب 1441هـ، الموافق 23 مارس 2020م. https://t.co/3sWPFPkJxo #واس_عام https://t.co/70go9CbIGC	0
#انجيلا_ميركل تؤكد أنه لا يوجد حتى الآن دواء أو لقاحا لـ #فيروس_كورونا #كورونا https://t.co/lTS0cjhu5u	1
ميركل: جائحة #كورونا ستتفاقم والحياة لن تعود إلى طبيعتها حتى ابتكار لقاح لمكافحتها https://t.co/RwLWxyw1oF	1
@nada9sa لا يوجد لقاح يمنح الخلود قد توجد تقنيات طبية تمنح الانسان فرصة لحياة اطول من خلال القضاء على الامراض والشيخوخة لكن قد يكون الانسان في صحة تامة ويموت في حادث لذلك قد اقدم على تناول مثل هذا اللقاح ولا يعني هذا ان اصير خالدا فاحتمالات الموت لاتزال موجودة ولن تغيب متعة محاولة تفاديه	0
يقول بيل جيتس ملك التطعيمات والمهووس بتقليل عدد البشر، ان اللقاح ممكن يقتل 700 الف شخص وهذا عدد تقريبي .. اللهم رد أذاه عليه 🤲🏻 ياريت الأطباء العرب يقرؤون ويعرفون ماهي مكونات اللقاحات ويرون البعد الآخر من الإجبار عليها ضد ڤايروس نسبة الإصابة به 0.06 ونسبة التعافي اعلى من 99% https://t.co/UtPxobx54j	1
"منظمة الصحة العالمية ترد على إعلان #روسيا لإيجاد لقاح لـ #كورونا بالتأكيد على الحاجة إلى ""تدابير أكثر صرامة"" لترخيص اللقاح #صحة #COVID19 #RussianVaccine https://t.co/VVUS90YOCH"	0
معدلات الإصابة بكورونا ترتفع عند الرجال، وخصوصا المسنين وتتسبب في موتهم أكثر من النساء. فما السبب؟ #لقاح #إصابة #مناعة #كورونا #فيروس https://t.co/tfMmUdn46n	0
بفضل الله وكرمه أخذت الجرعة الأولى من لقاح #COVID19 بـ @KAAUH_PNU وأشكر القائمين عليه وعلى التنظيم وحسن الرعاية والمعاملة الراقية والشكر أولاً بعد شكر الله لحكومة #خادم_الحرمين_الشريفين على سعيها الحثيث على صحة المواطن والمقيم المتواجدين داخل #السعودية_العظمى حفظها الله من كل سوء https://t.co/VNdSXMYY5G	0
"#فاوتشي: يمكن توفير لقاح #كورونا في نهاية العام أو بداية 2021 ""ليس حلمًا"" https://t.co/xmL7bt1AAi"	0
قرارات #الحظر الغير مدروسه تساهم في اطاله أمد الازمه فقط ولا يوجد دليل علمي يسندها الحل الحقيقي في التشدد في تطبيق #التباعد_الاجتماعي الاجتماعي وإيقاف التجمعات #تطعيم الفئات عاليه الخطوره	0
"أكدت منظمة الصحة العالمية أنه قد لا يكون هناك ""حل سحري"" لكورونا المستجد، رغم المساعي الدولية لتطوير لقاح فاعل للفيروس. -وقال مدير المنظمة تيدروس غيبرييسوس في مؤتمر صحافي ""لا يوجد حل سحري حاليا وقد لا يكون هناك (حل) إطلاقا"". #تويتر #كورونا https://t.co/yNMIZydV4m https://t.co/RuU2K0jHdL"	1
روسيا بدأت إنتاج لقاح لكوفيد-19 وسيطرح بنهاية الشهر الجاري #جريدة_الراية | #سلامتك_هي_سلامتي | #كورونا https://t.co/vNU90wvDl6	0
اليوم اخذت لقاح كورونا صراحه وانا اشوف المكان والطاقم والسهوله والسرعه تشتغل براسي اغنيه الله الي عزنا مال احد منه 💚💚💚💚💚💚 https://t.co/h56CxlLJVz	0
أعلنت شركة Moderna الأمريكية بأن لقاحها ضد الفيروس التاجي يظهـر استجابة مناعية لدى الأشخاص الذين تبلغ أعمارهم (56 عاما أو أكبر) ، والتي كانت مماثلة لتلك التي شوهـدت عند البالغين الأصغر سناً تحديث (اللقاح لايزال في المرحلة الثالثة) https://t.co/sJQYJAQFmP	0
علي ضوء المتابعة الموقوتة لإجراءات مكافحة إنتشار ڤيروس كورونا .. فقد كلفت الحكومة و الأجهزة التنفيذية المختصة بإتخاذ اللازم نحو تطوير الإجراءات الاحترازية المتبعة علي مستوي الدولة و المواطن من خلال اتخاذ حزمة إجراءات إضافية تسهم في تحقيق أعلي معدلات الأمان ١/٢	0
وزير الصحة الأمريكي: أي لقاح لـ #فيروس_كورونا نتوصل إليه سيصبح متاحا لبقية العالم فور تلبية احتياجاتنا https://t.co/alarla20Qn	0
نصيحة للي اخذ او بياخذ #لقاح_كرونا سواء #لقاح_فايزر او #لقاح_إكسفورد 👇🏻👇🏻👇🏻 #فيروس_كورونا #وزير_الصحه https://t.co/wNpva5wGrF	0
شوف الاستهتار بحياة الناس، امريكا تصنع لعبة إلكترونية تتيح لك ألغاز للمساعدة في إنشاء لقاح فيروس كورونا. تعطيك اللعبة البروتينات المطوية للعلماء ولك الفرصة للمساعدة في الحد من تفشي الفيروس أو على الأقل الحصول على اللقاح ، كما تسمى اللعبة ، لديها الآن لغز خصيصًا لـ COVID-19. https://t.co/SC1CjehKfE	1
روسيا⁩ تكشف اسم لقاح فيروس ⁧#كورونا⁩.. وتؤكد: اتفقنا مع ⁧#الإمارات⁩ و ⁧#السعودية⁩ لإجراء التجارب السريرية عليه https://t.co/JE1elrlbxX	0
مواجهة #فيروس_كورونا ليست بنظام اخراج المغلوب ولكن دوري يتم جمع فيه النقاط من خلال تقليل الإصابات والوفيات والحفاظ على الطاقة الاستيعابية للمستشفيات لحالات العناية القصوى حتى طرح لقاحات معتمدة من قبل منظمة الصحة العالمية بعد المرحلة ال ٣ والدخول في المرحلة ال ٤ من الاعتماد	0
رسمياً.. بوتين يعلن أول لقاح بالعالم لـ #كورونا #عكاظ #ان_تكون_اولا #تطبيق_عكاظ #روسيا https://t.co/h30KNBVX1Z	0
📌#استقالة كبير أطباء الجهاز التنفسي في #روسيا، الكسندر تشوشالين بسبب مخاطر لقاح #كورونا جواسيس وحرب خفية من أجل ضرب اللقاح الروسي في الصفر .. https://t.co/cko5FQIF1E	1
#بوتين يعلن عن تسجيل أول لقاح ضد فيروس #كورونا في العالم https://t.co/o0KWXQdzFx #الشرقية #الدمام #القطيف #زاوية_55 https://t.co/SFjqUGcMmp	0
عقب قرار منع كافة أشكال التجمع بسلطة القانون للحد من انتشار فيروس كورونا (كوفيد-19)، نشدد على ضرورة تحمل المسؤولية والالتزام بكافة القرارات والإجراءات الاحترازية لضمان سلامة الجميع في دولة #قطر. #سلامتك_هي_سلامتي https://t.co/UJ2D8qr5IK	0
عاجل مسؤولين في منظمة الصحة العالمية ارسلوا تحذير لنظام قطر بعد ان رفضت وزارة الصحة بالدوحة تجهيز مستشفى للعمالة المصابة(آسيوية وأفريقية)ب #كورونا وأمر @TamimBinHamadبمعالجة الأمر اعلامياً(غداً)ووصل عدد المصابين لأكثر من862 #حظر_تجول_اجباري_ينقذنا #تكفون_اقعدوا_في_بيوتكم #امجد_طه	1
منظمة الصحة العالمية تحذر من أن لقاح فيروس #كورونا وحده لن ينهي الجائحة https://t.co/8FcK1g0FFw	1
ماكذب اللي قال عليهم كورونا ويبغالهم لقاح عجزت ابلعهم https://t.co/KsCYbFSjqK	0
إدارة الخدمات الطبية لـ #القوات_المسلحة تساند جهود “#الصحة” في إجراءاتها الاحترازية لمواجهة فيروس #كورونا الجديد (COVID_19).  https://t.co/YGxUxcSAvh #واس_عام https://t.co/L8pB20RYND	0
دراسة اردنية تؤكد ان لقاح كورونا ما رح يكفي عند النسوان #فيروس_كورونا	0
"كشف الرئيس الروسي؛ بوتين، اليوم الثلاثاء عن تسجيل أول لقاح ضد فيروس كورونا وقال عبر تقنية ""فيديو كونفرانس"":تم تسجيل لقاح ضد فيروس كورونا يعمل بشكل فعال ويشكل مناعة مستقرة، وقد اجتاز جميع الاختبارات اللازمة"" وأضاف أنه قد تم تطعيم ابنته وهي باحثة في مجال الطب عن طريق الحقن العضلي"	0
"@minister_moe_sa معالي الوزير سلمك الله ووفقك لايزال فيروس كورونا "" بلا لقاح "" ان إقرار ترم عن بعد لاضرر منه بل مفيد لإكتساب الخبرة وتطوير المنظومة التعليمية عن بعد ياسيدي الوقاية خير من العلاج،،، والله أعلم"	0
