tweet_text	class_label
Heb je hulp nodig of wil je hulp bieden? kijk op https://t.co/P8RqpQZbdR #samentegencorona #vrijwilligers #schiedam https://t.co/BWZjGViJBU	0
Nog maar een keertje dan want het dringt echt niet door..  #voorkomlockdown #blijfthuis #coronavirusNederland #luisterenmetdieoren #anderhalvemeter https://t.co/Gcp35pOJqw	0
Wow. Meneer legt even haarfijn uit hoe de Chinezen #Covid_19 aanpakken. https://t.co/X1UM88khlh	0
Muziek voor de ouderen onder ons @GemeenteEde . #daslief #blijfthuis #samentegencorona #samensterk https://t.co/5kDEriCswL	0
Laten we hopen dat dit soort onmogelijke keuzes niet hoeven te worden gemaakt. #COVID19NL   https://t.co/apQG1jeaa9	0
Al die gasten die geen #anderhalvemeter kunnen inschatten.  Ik zou die 26 cm ook niet geloven girls.  #coronainjebroekje	0
#Liveblog Minister Bruins: 1500 bedden op intensive care mogelijk  https://t.co/8sMyx4oOPK via @NOS #vrouwen #coronavirus #Covid19	0
Onze viervoetige collega vind het wel gezellig, nooit meer alleen thuis #thuiswerken #kantoorhond https://t.co/vmEkGLI7Rq	0
Ook bij mooi weer geldt: blijf zoveel mogelijk thuis! #samentegencorona https://t.co/Wl0JIFTg7u	0
Artiesten komen met #coronalied wat vinden jullie ervan?  #coronavirusNederland #coronanederland	0
Mensen, zoek op: botol tjebok.  #graaggedaan #evenoefenen #wcpapierop #erishoop #corona #hamsteren #wcpapier	0
Maar zijn de smarties dan ook uitverkocht?  (Dochter van 4 bij het zien van de hamster-beelden)  #coronanederland #coronavirusNederland	0
Ondanks heftige zorgelijke ontwikkelingen rondom het #coronavirusNederland, zien we af en toe ook nog wat eens mooi nieuws: Wat een absolute held ben jij @Persie_Official; een blijde Teun dankzij jou https://t.co/FkWBvct72Z	0
@flevogirl Vandaag wel. #thuiswerken.	0
Waar zitten diegenen nu da x aantal weken geleden met me lachten omdak bang was/ben?! #coronavirus #COVID19BE	0
thuiswerken is nr.9 trending hashtag in NL in afgelopen 2 uur. https://t.co/gEX4Iy12QW #thuiswerken	0
Goedemorgen Tweeps, weer zo'n dag, dag zoveel..🙄 #Thuiswerken https://t.co/wtHdwFrSF8	0
@Ingeborgvraagt Niet meer nu #thuiswerken	0
@MinPres @geertwilderspvv @hugodejonge @rivm hou de #scholendicht voorlopig. Ik ga iig mijn kinderen en mezelf niet blootstellen aan onverantwoorde risico’s.#coronavirusNederland	0
@estherouwehand alsjeblieft ga andere vervelen met je partijpolitiek! #coronavirusNederland #coronadebat begrijp echt niet hoe je op dit moment dit soort onzin vragen durft te stellen. Heb ik het nog geen eens over je bijzonder slechte manier van debateren.	0
Huisarts gebeld.. Alle symthomen wijzen op milde Corona. Nu maar afwachten hoe het zich ontwikkeld.. #BlijfThuis	0
#widm #moltalk alle idiote zelfzuchtige #molloten over de zeik over #COVID19 ineens. Zij: zie onder. Ik: 😂. https://t.co/noUFN3lmVB	0
Ik word toch zo moe van die achterlijke vragen van die debiele journalisten he 😴 #persconferentie	0
Heeft die matsko van NOS niet geluisterd naar de #persconferentie?	0
#ikleesthuis #ikleerthuis #onlinebibliotheek De #Uittrekselbank bevat uitgebreide uittreksels van Nederlandstalige en buitenlandse literatuur en een groot aantal schrijversportretten https://t.co/o5VEmeyehH	0
Waarom het zelfmaken van een beademingsapparaat niet zo eenvoudig is #coronavirusNederland  (foto https://t.co/VlHhD9jRA6)  https://t.co/n9olLGUD5g https://t.co/Hmxst7bRce	0
Dit was echt heel interessant. Kijk mee 👇🏽🔴⚪️#psvwestandtogether #blijfthuis https://t.co/4SIFSrfz1P	0
#blijfthuis #bliefthoes Daarom foto's uit het archief van #BekiekTwente. De Soaseler Möl en het Molenven in #Saasveld zette ik precies vandaag een jaar geleden op de foto. #Soasel #Dinkelland #Twente https://t.co/0II5ZA41UR	0
Een heel verhelderend interview 👇🏻over het #coronavirusNederland  zeer nuttig!  #zeiklozevrijdagavond https://t.co/NGqwoRFJPd	0
@opfleurtweets Heel herkenbaar #thuiswerken https://t.co/IaFayhKHCR	0
@IJsselmondeNews Je gaat je afvragen welke rekeningen ze nu onbetaald laten om al deze boodschappen te kunnen kopen... #hamsterenisnietnodig	0
Aangepaste viering zondag a.s. ivm #corona, details zie https://t.co/ucACJ0LmCC #Covid_19 #COVID2019NL #kerk #pkn #pga #amersfoort #amersfoortzuid #leusderkwartier #omziennaarelkaar https://t.co/fVlJDw1VPS	0
Weet er iemand of er überhaupt een exit strategie in de maak is? Of gaan we nog maanden in ons kot moeten blijven? #covid19be	0
Ik ga NOOIT meer klagen over de lengte van de winterstop.   6 maanden geen voetbal   #persconferentie	0
"#persconferentie #Corona  Het was wederom een minder goede zeg maar slechte vertoning van het amateur gezelschap : ""regeren met volmachten"""	0
Het is achterlijk wat hier gebeurt. #coronanederland #coronavirusNederland #Coronanetherlands #Coronavirusnl #covid19nl #rivm #rutte #fvd #pvv #blijfthuis #LockdownNU https://t.co/fhahYUpzAc	0
#WHO is COMPLEET maar dan ook echt COMPLEET gestoord. Niemand wilt in China behandeld worden aan #COVID19, behalve de WHO-debielen natuurlijk. #Coronavirus #virus #FAIL. Totaal gestoord die gasten. #کرونا #كرونا_الصين #武漢肺炎疫情   https://t.co/gjT7iJkX9p https://t.co/U231LlCmNj	1
Maatregelen gemeente Staphorst vanwege het coronavirus  #Staphorst #Coronavirus #Covid19 https://t.co/8z7U682hhG https://t.co/dnqFWU0JEv	0
The latest Het Rob Hofker Dagblad! https://t.co/U8EHWnybKP Thanks to @netmag @Datagraver @Jojanneke #covid19 #covid19nederland	0
Half 7 Extra persconferentie op npo 1 #coronavirus 😷 #COVID19NL #CoronaCrisis 😷 https://t.co/EBoYf62wS7	0
@DCorleone54 @OlifaNT @MarionKoopmans Kun je dit stukje er ook wel bij pakken..... #RIVM #VanDissel #Koopmans #GGD #coronamaatregelen  https://t.co/bqkfzsap2S	0
Het nieuwe drinken/proosten #1,5mtreconomie #Coronavirusnl #Covid_19 https://t.co/Tbu6k6uEi8	0
EXTRA LIVE Corona uitzending. Kijk LIVE mee https://t.co/A4xp8dVyS4 #Corona #covid19 https://t.co/9L4E6FAQ5s	0
'Crisismaatregel voor zzp'ers gaat niet werken' https://t.co/0HLidyZMnd #Coronavirus #Corona #COVID2019NL #COVID19	0
@telegraaf Kappers?? #RIVM  doet niks hoor ze Moeten gewoon werken weni #telegraaf	0
@TeamKlunsWendy Soms schaam je je voor je soortgenoten #blijfthuis	0
Nederlanders zijn gierig met het geven van complimenten. In deze tijd van het Samen Apart #Thuiswerken vier dagelijks een succes. Geef iemand een High 5. Lees de hele #blog: https://t.co/MJdIvvgWHL… #aandacht #afspraken #archimedes #contentkalender #relatie #tips #training https://t.co/yHFJeI93pg	0
Ook CDA-fractievoorzitter Pieter Heerma wijst erop dat Nederland snel zelf corona-testen moet gaan produceren bij #coronadebat	0
Ik leef nu sinds 13/3 in #striktethuisisolatie tegen #COVID19 Kan ik nu ook niet verkouden worden omdat ik alleen met mn eigen micro-organismen leef? #dtv	0
Wat een manipulatie toch weer! Het kaartje van het #RIVM is geheel veranderd zodat er veel minder slachtoffers op staan.  Alleen de ziekenhuis opnames nog maar.  #RIVM vuile achterbaks eikels	1
@adriaankeij @ZRivierenland Tijd voor een update A3aan.  @ZRivierenland #Covid19NL: https://t.co/couCMD4phN	0
Naast de complimenten over het snel operationeel hebben van de regeling voor ondernemers #TOGS  #COVID19 is mijn oproep om niet te verzanden in de bureaucratie van SBI-codes....https://t.co/WTXBnck1Pa	0
Met dank aan #links #VVD #d66 #groenlinks #pvda #cda globalistisch beleid denk ik dan.😎 #Covid_19  'Lets get hot' 🔥  https://t.co/fP6DBz7PiG https://t.co/olmCBOgpu8	0
Ik zou het geweldig mooi vinden als alle #thuisonderwijs initiatieven, die nu ontsproten zijn uit deze bijzondere situatie, straks vrij toegankelijk BLIJVEN voor alle leerlingen. Geef leerlingen de kans om op hun eigen tempo door te leren!	0
#Yoeri #Wouter bij #Jinek das makkelijk scoren door wat te roeptoeteren. gelukkig is #Marieke genuanceerder! #covid19 #ICbedden	0
Nieuwe tactiek voor de reiziger in mij tijdens #COVID2019NL #blijfthuis: #webcam met uitzicht als bewegend behang. #tipswelkom https://t.co/NY4JjJj7rS	0
Nieuwe dagbesteding: #hamsterendedwazen kijken bij #AH	0
Kan ik voor iemand nog een paar wc rollen mee nemen? #Corona #hamsteren https://t.co/6nNb6RCpOq	0
Ik voorspel gouden tijden voor de rioolontstoppings bedrijven! Al dat toiletpapier het riool in. #hamsteren #toiletpapier #teamvegen #teamproppen https://t.co/gFmWthnK94	0
#RIVM meldt 165 nieuwe sterfgevallen en 118 ziekenhuisopnames erbij https://t.co/lJK8cqBtUk #CoronaVirus #Corona #Virus #CoronaCrisis #VirusCorona #CoronaNL #CoronaVirusNL #CoronaNederland #Coronadoden #CoronaVirusNederland #COVID19 #COVID19Nederland #COVID19NL #Nederland #NL	0
Speculaaskoekjes bakken..... je moet wat. #blijfthuis	0
Paar keer gelezen vandaag: #remdesivir flopt in #trial #covid19”. Wel aantallen in @FinancialTimes (250 vs. 75 ongeveer), maar was het geblindeerd/gerandomiseerd? Iemand link naar hele studie? #RCT https://t.co/O0NrLQ1c70	0
Ziet die vent van de spanning allemaal zwarte vlekken op z'n papiertje staan ofzo. Hij raaskalt een beetje af en toe. #Persconferentie	0
@ClaudiaEmmen @tasvolverhalen Hee wat goed. #anderhalvemeter 😂👍🏼	0
Wie is er niet groot mee geworden....?! Back to the 70ties. #Pong #Commodore64 #tijdverdrijf #covid19 https://t.co/gYXe2gAkQV	0
Wie vult de 2de #COVID19 gezondheidsenquête van  @sciensano  in? https://t.co/0PieDy4TIG	0
Lijkt Alweer zó #lang #geleden #langgeleden #Pasen #tweedepaasdag #blijfthuis geniet van je  #woonomgeving #huis https://t.co/1AtZahFSuA	0
#blijfthuis Leestip van de week: The Hunting Party is slim geschreven en zeer spannend. Een moordmysterie met een twist. https://t.co/bxrmnuTFJQ	0
Altijd goed om het middel te bevragen. #Corona #covid19. https://t.co/ihFIh3w4ZE	0
Voorspelt files op fietspaden. #blijfthuis	0
covid19 is nr.8 trending hashtag in NL in afgelopen 4 uur. https://t.co/7Dx5eMswA7 #covid19	0
#coronavirusNederland Mensen pak nou gewoon een karretje. Is sowieso handiger ook. https://t.co/KHLzbKFcGz	0
10x leuke lieve mooie #blijfthuis tweets van zondag 5 april 2020. Met oa. @ArjanZevenaar @Irene_Ooms @Sylvana0902 @CocktailBarry en anderen! https://t.co/ENce9szKYA	0
@Koen_Geens1 @vrtnws @VTMNIEUWS U verklaart wel niet waarom er in Italië @italymfa hoog aantal #COVID19 infecties zijn, hoge fataliteit (33+ doden) . In welke mate is dat gekoppeld aan Koreaanse expats, bedrijfsmedewerkers in Milaan Italië? (@mofa_kr : 3500++ infecties, 20 doden) ? https://t.co/t6cnEnGvfO	0
Wat is die @PieterHeerma een enorme koekwous zeg! Die heeft toch werkelijk helemaal niets zinvols ingebracht. #coronadebat	0
Zit je er door heen en MOET je stoom afblazen? #health #alleensamen #stayathome #aandachtslijn  #blijfthuis #aandacht	0
ben niet normaal chagrijnig en boos jonge stel je voor musea gaan dicht maar scholen niet jeeeeeeeeeeeeezus  #coronavirusNederland	0
@GertJMulder1 #freedrmulder #blijfthuis #blijfgezond Goede morgen tweeps,  Allemaal een mooi weekend gewenst. 💋💋 https://t.co/h4myCrLj6c	0
Ik snap het niet #persconferentie , aan de ene kant worden kinderen genoemd als niet risicovol, maar anderzijds weten we dat ze een van de grootste bronnen voor verspreiding van influenza zijn. Als we nog zo weinig over dit virus weten, waarom dan toch nu scholen open doen #jinek	0
Ik vind het raar dat sommige mensen gewoon schijt aan alles hebben #blijfthuis	0
Het enige wat het #RIVM en #Rutte afgelopen weken consequent hebben gedaan is de problemen voor zich uit heeft geschoven en elk week wachten ze maar af op de resultaten van de volgende week etcetc #wanbeleid  RIVM somberder dan vorige week:om IC-capaciteit https://t.co/p7QFjv1BT2	1
Stukje fietsen in mijn uppie. Het mag (nog) al voelt het vreemd in deze tijd #coronavirusNederland #natuur #fietsen https://t.co/TxfgsI5PVX	0
Heldere speech en hele duidelijke taal van Mark Rutte. Recht uit zijn hart, maar ook met verstand 👏#coronanederland #persconferentie	0
#persconferentie zorgmedewerkers zijn helden , helemaal mee eens. Zorg dan ook ff voor mondkapjes, desinfectans enz voor thuiszorgmedewerkers, ouderenzorg want dit is echt aan het opraken @MinPres	0
Nou....eh....best veel! #thuisblijven https://t.co/KV9294mjRX	0
Binnenkort bij uw plaatselijke scooterdealer: chloroquinepillen. #covid19Nederland	0
Tja mensen afstand houden is geboden. #doeeenslief #coronavirusNederland https://t.co/uF1Nr1H7Uf	0
Vooral nu #WMD2020 #COVID19 Vandaag en morgen en overmorgen en... https://t.co/8NROmkT3U8	0
covid19 is nr.10 trending hashtag in NL in afgelopen 4 uur. https://t.co/7Dx5eMswA7 #covid19	0
We weten niets als we niet testen. #covid19Nederland	0
Geef nou gewoon toe dat je 'om' bent, Mark #Rutte #EUCO #coronavirus #coronavirusNederland #COVID19NL #covid_19. https://t.co/B1QDGLPzV6	0
@Jinek_RTL @jortkelder Een link leggen tussen vlees eten en dit #COVID19NL......... tja........ laat ook maar!	0
Eerste coronabesmetting in Leiderdorp 😩😱 @rivm #coronanederland #CoronaCrisis #COVID19 #leiderdorp https://t.co/zGkjyPlBnq #Leiderdorpwkbld	0
Kunnen al die irritante plaatjes schieters weg bij die #persconferentie? Stront irritant en hinderlijk! #COVID19	0
#coronanederland #oppashond #BlijfThuis dit is pas genieten 🐶😍 https://t.co/H5Vp6a0OnV	0
Van Dissel??? Die nemen we toch niet meer serieus hoop ik????🤔#persconferentie #RIVM	1
Treintje en Allard zitten wel heel dicht bij elkaar @RTLBoulevard #houdafstand	0
@drPaulElbers #covid19 #ICU vindt hier uitwisseling plaats, krijgt u hier info van?? https://t.co/tmYPTN7gVt	0
Gewoon het #rivm volgen. (Voor een detective is dan anders) https://t.co/zrtaFN18pt	0
Hoe @hugodejonge vader is geworden:  We doen het een keer zonder condoom, goed? De morning-afterpil kan ook via bluetooth!  #persconferentie	0
Kunnen we deze man inhuren om de @Politie en de @2eKamertweets te coachen?  Lijkt mij super nuttig  #COVID19 https://t.co/7kyaYldIpz	0
@HenkStrating Ik in de tuin. #thuisblijven	0
Weet ons ook nu te vinden. En let op elkaar! #blijfthuis https://t.co/n2sdjt7ZHo	0
Doe die scholen dicht! Ik wil geen SE week! #COVID19NL	0
Wat een mooie actie van @stLokaalO #solidariteit #COVID19NL #zorgvoorelkaar https://t.co/tfiJv450HS	0
De shampoo is op...  heeft het zin om naar de supermarkt te gaan? #hamsteren https://t.co/NNAYcKcU9k	0
Geldt ook voor ons #Amstelveners. We houden ons goed aan de regels, naar houd vol! #coronavirus #houdafstand #houvol https://t.co/k4BM5HHRVS	0
"Let goed op de woorden van #RIVM: ""Het aantal in het ziekenhuis opgenomen patiënten en het aantal overledenen neemt minder snel toe dan je zonder maatregelen zou verwachten""  RIVM: genomen maatregelen krijgen mogelijk invloed op snelheid..... https://t.co/OMoNDM8bLL via @NOS"	0
#Italië lijkt op weg terug, maar wel 525 nieuwe doden. Druk op IC vermindert. Waarschuwing: nog steeds thuis blijven, het is absoluut niet voorbij. https://t.co/RM8lgALDyt	0
Vandaag was ik de eerste in onze koffiecorner #thuiswerken #wijzijnhu https://t.co/5frH9BuGs4	0
De kinderen zijn misschien niet vatbaar voor het #coronavirus  maar kunnen het wel overdragen. #corona #coronadebat	0
Ik schiet gewoon vol bij een persconferentie ......   #scholendicht	0
@davids__001 @Energy_of_Light @lewinskylou2 Influenza heeft een mortality rate van 0,1 of 0,07%. Bij #COVID19 gaan ze uit van 2,1%, op basis van de Chinese cijfers. 2% is hoog, maar het kan zijn dat het cijfer nog zijn, want de CCP houdt de cijfers laag.	0
Dank aan alle politieambtenaren voor hun inzet in deze moeilijke  periode #samentegencorona https://t.co/9iMH4gCFHe	0
Beterschap aan allen #blijfthuis https://t.co/VVSytI5y0W	0
#Coronavirus(#Covid_19) is een #leugen in #media! Bill #Gates zit erachter om #nepnieuws te #verspreiden en bezit #patenten van #coronavaccine om 95% van #mensheid te #vermoorden! Bill Gates schuilt in #ondergrondse #bunker om #zombieapocalyps voor te bereiden! #CoronaVirusUpdate	1
Wow ik ben het eens met @jesseklaver Heel veel respect voor zijn interruptie wat betreft item school #coronadebat	0
#blijfthuis #blijfbinnen Ja doen we hoor!  Kom kinders, we gaan op #berenjacht . #gefeliciteerd	0
Doen, mensen! #COVID19NL #coronavirus #coronavirusNederland #Corona https://t.co/NO0uf5gcEw	0
@hade038 @telegraaf Dat bedoel ik. NL is meer dan Randstad of grootstedelijk. #gevuldeschappen #hetkanwel  #boodschappen #preppen #hamsteren	0
Inperking: Kyk ook in debat na groter armoede en ekonomiese balans #SALockdown #Covid19inSA https://t.co/fHzbCaWKgA	0
Als ge het niet weet, hou dan uw mond en stigmatiseer niet #poetshulpen #Covid_19  https://t.co/Cx2nVDpTFm	0
@WilHoekstra Misschien #Covid19 in hoogst eigen persoon. Wat zou de wereld daarvan opknappen.	0
Vanavond uitzending om mensen te informeren over #covid19. Maar ik mis nog steeds de sense of urgency. Voorbereidingen moeten nu op grotere schaal starten om straks mogelijke verstoringen voor te zijn. Nogmaals mijn artikel van gisteren onder de aandacht: https://t.co/t7ihQKNmSX	0
rivm is nr.10 trending hashtag in NL in afgelopen 4 uur. https://t.co/ECVjpdUgpG #rivm	0
@robertjensen @BorisJohnson Ik ben het vaak met je eens. Maar met deze toestand #coronavirusNederland sla je behoorlijk de plank mis!	0
@YogaElburg @NOS Kijk hier. Elke dag op @Schiphol 🤷‍♀️😑 #RIVM #GGD #COVID19NL https://t.co/Ds1kX8mkaV	0
Ja beste mensen, ga eens echt sociaal doen... #hamsteren https://t.co/vEmVjU12c4	0
